clave_mun,municipio,asistencia_18_24,basica_incompleta_15mas,analfabeta_15mas,pct_internet,sin_lavadora,pob_6a14_no_asiste,pct_jefatura_f,piso_tierra,lengua_indigena,sin_drenaje,intensidad_migratoria,sin_energia_electrica,sin_excusado,sin_derechohabiencia
20020,Constancia del Rosario,23.699421965317917,59.214003,30.482166,13.245033112582782,61.421800999999995,11.346316999999999,34.21108068253634,18.578198999999998,60.93921439543559,4.739336,-57.6678,3.033175,1.4218009999999999,16.133691
20021,Cosolapa,26.28898790579249,42.980458999999996,10.149877,25.847868217054266,35.935594,5.697528,30.317899101589497,7.8311779999999995,3.6042609076316943,4.537692,-64.5199,1.366187,3.586241,23.923247
20022,Cosoltepec,28.205128205128204,45.310016,5.405405,4.377104377104377,58.108107999999994,4.0,27.631578947368425,5.067568,19.404915912031047,25.337837999999998,-64.39274,2.702703,6.081080999999999,23.038605
20023,Cuilápam de Guerrero,35.25883838383838,33.112079,4.311917,30.054410080183274,45.820789,5.282852999999999,24.59266423629194,12.071684999999999,8.120505344995141,21.620072,-64.39809,4.9319,2.795699,40.3653
20024,Cuyamecalco Villa de Zaragoza,10.830324909747292,73.731112,29.794653,25.9765625,75.95682,7.104558,23.006134969325153,10.893032,20.034443168771528,27.379783999999997,-64.96425,2.453386,2.649657,29.884742
20025,Chahuites,19.81907894736842,51.140065,10.918084,20.896888346552775,33.721643,10.293360999999999,25.58119056005636,5.242183,4.528197055282897,2.0539549999999998,-64.40517,0.735745,2.605763,38.376189
20026,Chalcatongo de Hidalgo,25.968109339407746,45.4882,11.059695,20.19455252918288,54.880438999999996,2.162516,24.37087574096857,17.052136,38.44447039588929,41.630733,-63.22709,1.764014,2.3128189999999997,27.648035
20027,Chiquihuitlán de Benito Juárez,9.937888198757763,71.289538,31.934306999999997,20.43010752688172,83.736559,3.3434649999999997,25.424506654428637,10.752688,53.63155363155363,24.731182999999998,-65.19004,2.688172,3.091398,17.898118
20028,Heroica Ciudad de Ejutla de Crespo,15.694888178913738,57.291415,13.869406999999999,22.132631232516044,48.006589999999996,6.589827,26.511386716217967,23.607908,2.0774228974100852,19.176277,-61.73684,1.6968699999999999,3.4925859999999997,45.930533999999994
20029,Eloxochitlán de Flores Magón,10.294117647058822,69.849246,33.27351,7.547169811320755,92.955326,10.355649,33.53365384615385,18.642612,86.45418326693228,59.965635999999996,-65.23462,3.522337,1.116838,13.357057999999999
20030,El Espinal,46.833773087071236,25.978022,5.362636999999999,55.534055727554176,19.953235,1.869159,30.882016036655212,2.0654719999999998,33.436680181254474,1.363991,-64.81379,1.325019,1.5198749999999999,20.137456999999998
20031,Tamazulápam del Espíritu Santo,21.72523961661342,63.297872,26.379039,17.124631992149165,83.85032,8.135349,34.193548387096776,19.005416,89.60474880555958,26.637124999999997,-60.96993,2.3141309999999997,1.378631,37.550452
20032,Fresnillo de Trujano,6.185567010309279,62.148337999999995,23.785166,3.761755485893417,30.721003,5.031447,19.96285979572888,3.761755,0.1976284584980237,10.031348,-56.26127,1.2539179999999999,7.836990999999999,22.005571
20033,Guadalupe Etla,43.53312302839117,30.971128999999998,3.1058619999999997,44.689119170984455,28.793774,5.612245,23.585875899897154,3.501946,6.097128677773839,6.225681,-64.30177,0.9079119999999999,1.2970169999999999,38.818709
20034,Guadalupe de Ramírez,17.857142857142858,60.256409999999995,12.286325,1.8087855297157622,33.074934999999996,2.830189,22.36024844720497,2.583979,1.4037985136251032,5.9431519999999995,-58.23113,0.25839799999999996,2.842377,18.944098999999998
20035,Guelatao de Juárez,50.0,20.967741999999998,1.612903,48.795180722891565,27.272727,2.285714,32.80701754385965,3.030303,25.628930817610062,1.818182,-64.89062,0.0,0.0,12.633180999999999
20036,Guevea de Humboldt,12.280701754385964,62.6703,18.010899,36.07095926412615,78.89546399999999,6.086957,12.438000763067532,11.374096,44.199559206571834,8.218277,-64.8307,2.695595,3.287311,13.527396999999999
20037,Mesones Hidalgo,15.517241379310345,65.618861,24.361493,17.917034421888793,70.619469,8.00451,23.74742621825669,12.654867,37.36552713363614,17.256636999999998,-58.22704,4.336283,6.106195,15.280289
20038,Villa Hidalgo,15.168539325842698,64.310226,16.815374,21.550094517958414,71.780303,6.198347,22.443487621097955,15.719697,84.18110676355506,7.9545449999999995,-63.43948,2.083333,0.94697,34.376658
20039,Heroica Ciudad de Huajuapan de León,34.92155053068758,31.773367999999998,5.154256,38.78933673719868,30.918352,4.20291,30.282555282555286,5.088769,5.968359206554549,1.8149449999999998,-63.02829,0.8951089999999999,1.3451359999999999,47.843908
20040,Huautepec,12.110726643598616,74.200689,37.137236,7.575757575757576,96.289538,10.881935,23.55520751761942,15.26764,94.56631792102598,74.3309,-65.3375,5.839416,1.642336,17.948316
20041,Huautla de Jiménez,20.281995661605208,57.018175,27.856756999999998,23.184452778724854,81.823368,6.544721999999999,25.80390671841964,27.498859,80.46408179524632,30.602465,-65.15621,3.26335,1.928343,28.293913999999997
20042,Ixtlán de Juárez,29.85232067510549,42.222981,5.61721,32.4849007765315,53.252385,3.1558189999999997,22.111577684463107,17.73634,51.07371593620494,8.976583,-63.4842,0.650477,0.737207,24.376863
20043,Juchitán de Zaragoza,35.650190114068444,39.008928999999995,9.485721999999999,40.262042121359556,34.163527,4.260216,31.027011792889038,4.667225,59.2909251428837,1.035998,-65.12684,1.0499509999999999,2.274313,41.316369
20044,Loma Bonita,24.34067263488991,49.635712999999996,10.411975,29.959387691346457,34.211967,6.8547769999999995,34.08751072435348,6.6093079999999995,3.5840821566110397,8.463042999999999,-64.21107,1.118498,2.2213529999999997,30.761713999999998
20045,Magdalena Apasco,42.90465631929046,27.002174,1.956195,45.720823798627,26.465201,4.086538,25.824036511156184,3.113553,2.7496382054992763,8.653846,-64.109,0.36629999999999996,0.5952379999999999,28.549695999999997
20046,Magdalena Jaltepec,18.25726141078838,56.071898,9.250328999999999,8.137044967880087,49.946179,4.218362,24.49812861517523,8.18084,6.996466431095406,34.44564,-62.58648,1.506997,2.906351,15.426435999999999
20047,Santa Magdalena Jicotlán,50.0,54.285714,5.7142859999999995,6.666666666666667,60.0,0.0,17.28395061728395,3.3333329999999997,1.2658227848101267,16.666667,-64.9983,0.0,0.0,38.271605
20048,Magdalena Mixtepec,8.61244019138756,58.722919,12.656784,4.946996466431095,83.745583,2.366864,19.888346127006283,36.395759999999996,4.60377358490566,92.932862,-63.60573,3.180212,2.8268549999999997,15.840893
20049,Magdalena Ocotlán,18.852459016393443,46.487119,6.908665,30.793650793650794,50.15873,1.005025,18.074324324324326,30.793650999999997,9.634255129348796,74.603175,-63.45145,1.269841,0.9523809999999999,45.608108
20050,Magdalena Peñasco,21.52317880794702,63.776114,27.394561,13.123092573753814,63.061223999999996,2.0262219999999997,18.112175102599178,15.612245,92.75727069351231,91.326531,-59.44526,2.755102,1.122449,12.799999999999999
20051,Magdalena Teitipac,6.302521008403361,88.244564,24.393318999999998,3.3596837944664033,67.49011899999999,13.114754,17.317380352644836,21.936759,83.73748609566185,43.083003999999995,-59.51278,0.889328,1.6798419999999998,43.073048
20052,Magdalena Tequisistlán,34.35114503816794,42.540456999999996,10.019950999999999,17.266949152542374,54.564755999999996,7.255521,24.0113465709995,10.934182999999999,3.4831069313827934,4.77707,-64.14896,4.193206,4.193206,16.827885
